"","arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude"
"747",199107001,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","B",40,2,"18-24","M","WHITE HISPANIC",1009763,237506,40.818546171,-73.9078261029999
"748",199088169,"2019-06-29T00:00:00.000",115,"RECKLESS ENDANGERMENT 2",355,"OFFENSES AGAINST THE PERSON","PL 1202000","M","Q",110,0,"25-44","M","BLACK",1027058,208898,40.739958002,-73.845523752
"749",199088156,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B",52,0,"18-24","M","BLACK",1017775,262112,40.886055507,-73.878756719
"750",199103789,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",45,0,"18-24","F","BLACK HISPANIC",1033597,255731,40.868467378,-73.821582846
"751",199103788,"2019-06-29T00:00:00.000",490,"STOLEN PROPERTY 3,POSSESSION",232,"POSSESSION OF STOLEN PROPERTY 5","PL 1654000","M","B",41,0,"45-64","M","BLACK",1013587,236221,40.815007337,-73.8940160879999
"752",199092411,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",44,0,"18-24","M","BLACK",1006135,240514,40.82681201,-73.920923807
"753",199088167,"2019-06-29T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 13052A1","M","Q",109,0,"25-44","M","BLACK",1032198,217060,40.762334218,-73.826917308
"754",199088158,"2019-06-29T00:00:00.000",441,"LARCENY,GRAND OF AUTO",110,"GRAND LARCENY OF MOTOR VEHICLE","PL 1553008","F","K",84,0,"18-24","M","BLACK HISPANIC",988897,192615,40.6953674470001,-73.983243425
"755",199086698,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",20,0,"25-44","M","WHITE",989172,222264,40.7767464900001,-73.982230032
"756",199085539,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",101,0,"25-44","M","BLACK",1053650,158969,40.602745951,-73.750077865
"757",199081611,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","Q",106,0,"25-44","M","WHITE",1027814,184005,40.671628995,-73.8429566849999
"758",199081598,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",40,0,"25-44","M","WHITE HISPANIC",1005991,233847,40.8085133270001,-73.9214657209999
"759",199081597,"2019-06-29T00:00:00.000",441,"LARCENY,GRAND OF AUTO",110,"GRAND LARCENY OF MOTOR VEHICLE","PL 1553008","F","B",43,0,"25-44","M","BLACK HISPANIC",1024484,240601,40.826986279,-73.8546224529999
"760",199081328,"2019-06-29T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","M",34,0,"<18","M","WHITE HISPANIC",1002594,248080,40.847586549,-73.9336978979999
"761",199081318,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",71,1,"18-24","M","BLACK",997874,180875,40.6631345400001,-73.950894284
"762",199081061,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OF","PL 145004B","M","Q",114,0,"18-24","M","WHITE HISPANIC",1007977,217884,40.764694063,-73.914348014
"763",199081046,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",75,0,"25-44","M","BLACK",1015238,180730,40.6626928050001,-73.88830716
"764",199081033,"2019-06-29T00:00:00.000",507,"CONTROLLED SUBSTANCE, POSSESSION 5",117,"DANGEROUS DRUGS","PL 2200602","F","B",47,0,"18-24","M","ASIAN / PACIFIC ISLANDER",1021972,265517,40.895384204,-73.863558913
"765",199077254,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",44,0,"25-44","M","WHITE HISPANIC",1008151,241893,40.830591745,-73.913634432
"766",199083622,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","S",122,0,"25-44","M","BLACK",951309,160288,40.606576841,-74.118635392
"767",199083619,"2019-06-29T00:00:00.000",505,"CONTROLLED SUBSTANCE, POSSESSION 4",117,"DANGEROUS DRUGS","PL 2200909","F","Q",113,3,"65+","M","WHITE HISPANIC",1046315,187088,40.679980738,-73.7762339069999
"768",199083607,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","K",72,0,"45-64","M","BLACK HISPANIC",983250,177976,40.6551878450001,-74.0036054729999
"769",199081605,"2019-06-29T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 265031B","F","B",41,0,"25-44","M","BLACK HISPANIC",1012516,238134,40.8202614740001,-73.8978772149999
"770",199076957,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",79,0,"25-44","M","BLACK",999507,190206,40.6887433680001,-73.944987081
"771",199081332,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","Q",115,0,"25-44","M","WHITE HISPANIC",1019986,212607,40.7501696730001,-73.8710241479999
"772",199081312,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1451000","F","B",43,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1021684,242907,40.8333278920001,-73.864726913
"773",199081311,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","B",44,0,"25-44","M","WHITE HISPANIC",1007530,244009,40.8364012120001,-73.915871091
"774",199081063,"2019-06-29T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","Q",107,0,"25-44","M","WHITE HISPANIC",1040057,198254,40.7106704070001,-73.798703744
"775",199081058,"2019-06-29T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL1192U3S","M","Q",113,0,"45-64","M","BLACK",1042652,182125,40.6663833800001,-73.7894833409999
"776",199077525,"2019-06-29T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","M",28,0,"45-64","M","BLACK HISPANIC",997464,230236,40.7986189910001,-73.952275183
"777",199077266,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,0,"25-44","M","WHITE HISPANIC",1009077,214329,40.7549334810001,-73.910390193
"778",199076960,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",33,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1001799,247298,40.8454418050001,-73.936573435
"779",199093889,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",109,0,"45-64","F","ASIAN / PACIFIC ISLANDER",1031631,216161,40.7598697550001,-73.8289704119999
"780",199093890,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","Q",100,0,"45-64","M","BLACK HISPANIC",1040730,155322,40.5928274570001,-73.796635728
"781",199095704,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","M",6,0,"25-44","M","UNKNOWN",983587,206816,40.7343470000001,-74.002393759
"782",199102543,"2019-06-29T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","Q",103,0,"45-64","M","WHITE",1039123,194601,40.7006496490001,-73.802102468
"783",199103782,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",43,0,"25-44","F","BLACK",1022678,243888,40.836016182,-73.8611293
"784",199102523,"2019-06-29T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155003","M","B",43,97,"25-44","F","BLACK",1024135,246124,40.842146885,-73.855850666
"785",199101250,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","S",123,0,"25-44","M","WHITE",929779,138455,40.5465434970001,-74.195997545
"786",199101235,"2019-06-29T00:00:00.000",301,"LARCENY,PETIT BY ACQUIRING LOS",341,"PETIT LARCENY","PL 155250Z","M","K",78,0,"18-24","M","BLACK",990421,188642,40.684461543,-73.97775121
"787",199099658,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",34,0,"18-24","M","BLACK",1005112,255331,40.8674827790001,-73.924574139
"788",199097651,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553004","F","M",13,0,"18-24","F","WHITE HISPANIC",985958,208366,40.7386012270001,-73.993838059
"789",199097639,"2019-06-29T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2403002","M","K",75,0,"25-44","M","BLACK",1017119,183909,40.6714116630001,-73.8815117239999
"790",199097636,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","B",46,0,"45-64","M","BLACK",1009694,249366,40.851098634,-73.908030406
"791",199095705,"2019-06-29T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651502","M","M",18,0,"25-44","M","BLACK HISPANIC",988095,215517,40.758228256,-73.986122517
"792",199104949,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 155250H","F","K",73,0,"25-44","M","BLACK",1007605,188021,40.6827283810001,-73.9157945439999
"793",199103815,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","M",19,0,"<18","M","BLACK",998835,224880,40.7839160570001,-73.947335042
"794",199103795,"2019-06-29T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","K",84,0,"25-44","F","BLACK",988806,190220,40.6887937710001,-73.983573208
"795",199102541,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",24,0,"25-44","M","BLACK HISPANIC",993575,228739,40.794515091,-73.966323533
"796",199085537,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","Q",113,0,"25-44","M","BLACK",1046405,187113,40.680048726,-73.775909194
"797",199099664,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","Q",103,0,"45-64","M","BLACK",1041920,196749,40.706527603,-73.7919967559999
"798",199097646,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201500","M","M",18,0,"25-44","M","WHITE",990566,215633,40.7585452260001,-73.977203072
"799",199097640,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",75,0,"45-64","M","WHITE HISPANIC",1017119,183909,40.6714116630001,-73.8815117239999
"800",199092424,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",105,0,"45-64","M","BLACK",1057686,199200,40.713138187,-73.735105377
"801",199092409,"2019-06-29T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 121110A","M","B",46,0,"25-44","M","BLACK HISPANIC",1012356,250621,40.854535162,-73.8984029659999
"802",199090938,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","K",70,0,"25-44","F","BLACK",998377,162632,40.613060611,-73.949119434
"803",199097648,"2019-06-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",9,0,"18-24","M","WHITE",989498,204272,40.72736281,-73.981067012
"804",199090933,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",52,0,"25-44","M","WHITE",1014548,255423,40.867707948,-73.890457553
"805",199090929,"2019-06-29T00:00:00.000",117,"RECKLESS ENDANGERMENT 1",126,"MISCELLANEOUS PENAL LAW","PL 1202500","F","B",48,97,"18-24","M","BLACK",1015823,245900,40.841565701,-73.885892583
"806",199089625,"2019-06-29T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","Q",111,0,"25-44","M","BLACK",1045225,210051,40.7430160990001,-73.779955781
"807",199088168,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL0511002","M","Q",108,4,"25-44","M","WHITE",997296,209526,40.7417756840001,-73.9529221619999
"808",199086697,"2019-06-29T00:00:00.000",204,"TRESPASS 1,CRIMINAL",126,"MISCELLANEOUS PENAL LAW","PL 1401701","F","K",73,0,"45-64","M","WHITE HISPANIC",1011053,182428,40.667367093,-73.903384965
"809",199081042,"2019-06-29T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","K",61,1,"18-24","M","WHITE",996967,153279,40.587390656,-73.9542155139999
"810",199086699,"2019-06-29T00:00:00.000",16,"FUGITIVE,FROM OTHER STATES",995,"F.C.A. P.I.N.O.S.","FOA9000016","","M",5,0,"18-24","M","BLACK",984984,200116,40.7159571170001,-73.997353676
"811",199116049,"2019-06-29T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","K",73,0,"25-44","M","BLACK",1009526,183374,40.6699681420001,-73.9088857739999
"812",199103823,"2019-06-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211500","M","Q",108,0,"25-44","M","WHITE HISPANIC",996644,209958,40.742962354,-73.955274248
"813",199106807,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",81,0,"45-64","M","BLACK",1003613,187416,40.6810774260001,-73.930189508
"814",199084134,"2019-06-29T00:00:00.000",848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,"OTHER STATE LAWS (NON PENAL LAW)","CPL5700600","M","Q",113,3,"18-24","M","WHITE HISPANIC",1046315,187088,40.679980738,-73.7762339069999
"815",199085528,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201500","M","B",44,0,"25-44","F","BLACK HISPANIC",1004418,244206,40.836949576,-73.927116785
"816",199088160,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",25,0,"25-44","F","WHITE HISPANIC",1001338,229397,40.7963095220001,-73.9382852259999
"817",199089626,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",105,0,"45-64","M","WHITE HISPANIC",1057635,177816,40.6544446670001,-73.7355222319999
"818",199089630,"2019-06-29T00:00:00.000",681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",111,0,"45-64","M","ASIAN / PACIFIC ISLANDER",1048565,216315,40.760185479,-73.767842585
"819",199107298,"2019-06-29T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 2651B00","F","K",60,1,"25-44","M","BLACK",989547,148969,40.575568096,-73.980933647
"820",199107299,"2019-06-29T00:00:00.000",548,"GAMBLING, DEVICE, POSSESSION",350,"GAMBLING","PL 2253002","M","K",79,0,"25-44","M","BLACK",1000788,189718,40.6874016190001,-73.940369194
"821",199104955,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","M",25,0,"25-44","F","BLACK",1000598,231062,40.8008808930001,-73.940953807
"822",199107307,"2019-06-29T00:00:00.000",760,"BRIBERY,PUBLIC ADMINISTRATION",126,"MISCELLANEOUS PENAL LAW","PL 2154002","F","M",30,0,"45-64","M","BLACK",1000047,239218,40.823267844,-73.942924781
"823",199104934,"2019-06-29T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1702500","F","B",41,0,"18-24","M","BLACK",1014179,239453,40.8238762760001,-73.8918629679999
"824",199109935,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",61,0,"25-44","M","ASIAN / PACIFIC ISLANDER",991058,154541,40.5908611020001,-73.9754888369999
"825",199103821,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A4","M","Q",108,4,"25-44","M","WHITE HISPANIC",996424,210017,40.7431245990001,-73.956068073
"826",199081604,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","B",47,0,"18-24","F","BLACK",1026486,262591,40.8873328180001,-73.847250013
"827",199103792,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",90,0,"25-44","M","BLACK",998016,196598,40.706290365,-73.950350331
"828",199102535,"2019-06-29T00:00:00.000",879,"ADM.CODE,UNCLASSIFIED VIOLATION",675,"ADMINISTRATIVE CODE","AC 010125B","V","K",76,0,"45-64","M","BLACK",982348,184973,40.6743929130001,-74.006858284
"829",199102531,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",88,0,"18-24","F","WHITE HISPANIC",993110,188552,40.6842122310001,-73.9680558379999
"830",199101249,"2019-06-29T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 265031B","F","S",120,0,"25-44","M","BLACK",958529,170663,40.6350779420001,-74.092672786
"831",199101246,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",109,0,"45-64","F","ASIAN / PACIFIC ISLANDER",1031631,216161,40.7598697550001,-73.8289704119999
"832",199101226,"2019-06-29T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",40,1,"25-44","M","WHITE",1005028,234516,40.810351863,-73.924942326
"833",199099660,"2019-06-29T00:00:00.000",705,"FORGERY,ETC.-MISD.",358,"OFFENSES INVOLVING FRAUD","PL 1702000","M","M",25,0,"45-64","M","BLACK HISPANIC",1002776,231994,40.8034346800001,-73.9330844799999
"834",199097642,"2019-06-29T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL0319003","I","K",63,0,"25-44","M","BLACK",1001840,166040,40.6224086660001,-73.936637678
"835",199097635,"2019-06-29T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","B",44,0,"25-44","M","WHITE",1006536,241875,40.830546563,-73.919470342
"836",199095701,"2019-06-29T00:00:00.000",NA,"",NA,"","","","K",60,0,"25-44","F","WHITE",990824,149705,40.577587416,-73.9763360709999
"837",199092426,"2019-06-29T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","S",122,0,"45-64","M","WHITE",952263,143978,40.561812655,-74.1151224559999
"838",199122420,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",75,0,"25-44","M","BLACK",1015063,178369,40.656212994,-73.888948724
"839",199081324,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",88,0,"25-44","F","BLACK",995266,190743,40.690223604,-73.960278586
"840",199083614,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","M",7,0,"45-64","M","WHITE HISPANIC",986944,201294,40.7191900660001,-73.990282866
"841",199106623,"2019-06-29T00:00:00.000",505,"CONTROLLED SUBSTANCE, POSSESSION 4",117,"DANGEROUS DRUGS","PL 2200907","F","M",25,0,"25-44","M","BLACK HISPANIC",1000598,231062,40.8008808930001,-73.940953807
"842",199077528,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450501","F","Q",113,0,"25-44","M","BLACK",1049904,187299,40.680533993,-73.763292225
"843",199102547,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",100,0,"45-64","F","BLACK",1036867,153432,40.5876635700001,-73.810559779
"844",199102527,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553004","F","K",72,0,"25-44","M","BLACK HISPANIC",984058,178998,40.6579930660001,-74.000693446
"845",199084131,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","K",77,0,"25-44","M","BLACK",1003577,186109,40.677490086,-73.9303230519999
"846",199099669,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","S",120,0,"25-44","M","BLACK",960357,172985,40.641456454,-74.08609483
"847",199083605,"2019-06-29T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","B",52,0,"25-44","M","BLACK",1014776,254642,40.865563556,-73.889636767
"848",199081609,"2019-06-29T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1702500","F","M",13,0,"25-44","M","BLACK",986432,209222,40.740950631,-73.992127332
"849",199081054,"2019-06-29T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","M",14,3,"18-24","M","BLACK",986059,215171,40.757279225,-73.993471766
"850",199077529,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450501","F","Q",113,0,"18-24","F","BLACK",1049904,187299,40.680533993,-73.763292225
"851",199099659,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","M",20,0,"25-44","M","BLACK",989792,224853,40.783852245,-73.979989319
"852",199097650,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",20,0,"25-44","M","BLACK",989792,224853,40.783852245,-73.979989319
"853",199093888,"2019-06-29T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","M",25,0,"25-44","M","WHITE",1001439,232092,40.803706365,-73.937913548
"854",199085535,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","M",19,0,"45-64","M","WHITE",994297,218680,40.7669050060001,-73.963731019
"855",199085531,"2019-06-29T00:00:00.000",494,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111,"POSSESSION OF STOLEN PROPERTY","PL 1655000","F","K",71,0,"18-24","M","BLACK",999005,181250,40.66416202,-73.94681682
"856",199084130,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",60,0,"18-24","M","WHITE HISPANIC",986295,149901,40.578127599,-73.9926397
"857",199084133,"2019-06-29T00:00:00.000",244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,"BURGLARY","PL 1402501","F","K",62,0,"25-44","M","WHITE",988942,157214,40.5981993230001,-73.983105762
"858",199092414,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",43,2,"18-24","M","BLACK",1024977,240292,40.8261359040001,-73.852842957
"859",199090931,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,0,"25-44","M","BLACK",1023503,258756,40.876820722,-73.858060837
"860",199076953,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",49,0,"25-44","M","BLACK HISPANIC",1024736,250167,40.8532409800001,-73.853654148
"861",199106817,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",115,0,"25-44","M","BLACK",1024193,213129,40.7515844270001,-73.855837294
