"","arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude"
"750",173110248,"2017-12-30T00:00:00.000",475,"",NA,"","PL 1651600","M","Q",103,1,"25-44","M","BLACK",1039726,195270,40.702482133,-73.799922252
"751",173111095,"2017-12-30T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B",45,0,"45-64","F","WHITE",1033138,240208,40.8258639480001,-73.823355576
"752",173111107,"2017-12-30T00:00:00.000",199,"AGGRAVATED CRIMINAL CONTEMPT",126,"MISCELLANEOUS PENAL LAW","PL 2155201","F","M",17,0,"65+","M","WHITE",992254,214997,40.756798201,-73.971110787
"753",173111959,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",61,0,"25-44","F","BLACK HISPANIC",1002184,155832,40.5943891110001,-73.935425607
"754",173111961,"2017-12-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2403002","M","K",77,0,"25-44","F","BLACK",998366,183303,40.66979809,-73.9491158069999
"755",173111966,"2017-12-30T00:00:00.000",106,"ASSAULT 2,1,PEACE OFFICER",106,"FELONY ASSAULT","PL 12005A3","F","M",13,97,"25-44","M","BLACK",991383,209177,40.740824511,-73.974260858
"756",173112658,"2017-12-30T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","M",14,1,"18-24","M","BLACK",987866,214721,40.7560435350001,-73.986949544
"757",173113417,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",9,2,"18-24","F","WHITE HISPANIC",990896,201774,40.720505465,-73.976025587
"758",173113418,"2017-12-30T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","M",14,3,"25-44","M","BLACK",986882,214802,40.7562662070001,-73.990501248
"759",173113419,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",14,0,"45-64","M","WHITE",987078,215157,40.757240531,-73.9897936369999
"760",173113420,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",9,2,"25-44","M","WHITE HISPANIC",990896,201774,40.720505465,-73.976025587
"761",173113412,"2017-12-30T00:00:00.000",112,"MENACING 1ST DEGREE (VICT NOT PEACE OFFICER)",126,"MISCELLANEOUS PENAL LAW","PL 1201300","F","K",77,0,"25-44","F","BLACK HISPANIC",1001026,184418,40.672853874,-73.939524214
"762",173113399,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",14,0,"25-44","M","WHITE HISPANIC",987078,215157,40.757240531,-73.9897936369999
"763",173113395,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",20,0,"25-44","M","WHITE",989197,222103,40.7763045740001,-73.982139885
"764",173113236,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",73,2,"25-44","M","BLACK",1010375,181718,40.665420329,-73.905831693
"765",173113233,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","B",52,0,"25-44","M","WHITE HISPANIC",1018093,261557,40.8845309920001,-73.877609462
"766",173112659,"2017-12-30T00:00:00.000",244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,"BURGLARY","PL 1402000","F","M",9,0,"25-44","F","WHITE HISPANIC",989249,205305,40.7301982870001,-73.98196462
"767",173112645,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",45,0,"18-24","F","BLACK",1033597,255731,40.868467378,-73.821582846
"768",173111960,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",73,0,"18-24","M","BLACK",1008223,186320,40.6780578720001,-73.9135723859999
"769",173111952,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","B",40,2,"25-44","M","BLACK HISPANIC",1007217,234877,40.81133729,-73.91703348
"770",173105386,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",25,2,"25-44","M","BLACK",1000868,231062,40.800880389,-73.93997859
"771",173103590,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",77,0,"45-64","M","BLACK",1003393,183441,40.6701674270001,-73.930993992
"772",173111106,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,",109,"GRAND LARCENY","PL 1553501","F","M",18,0,"45-64","M","WHITE",990503,215519,40.7582323710001,-73.977430585
"773",173103580,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,0,"25-44","M","WHITE",1019171,266070,40.8969135410001,-73.873687385
"774",173102773,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",111,0,"18-24","M","WHITE HISPANIC",1047595,217802,40.7642739020001,-73.771329981
"775",173111963,"2017-12-30T00:00:00.000",419,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553005","F","M",24,0,"45-64","M","WHITE",992363,229399,40.7963278080001,-73.970699963
"776",173111105,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","M",18,0,"18-24","M","BLACK",990503,215519,40.7582323710001,-73.977430585
"777",173112650,"2017-12-30T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155003","M","B",52,0,"25-44","M","BLACK",1015909,254861,40.8661606530001,-73.885539452
"778",173106337,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",109,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1033753,214337,40.7548517230001,-73.8213240859999
"779",173097459,"2017-12-30T00:00:00.000",104,"VEHICULAR ASSAULT (INTOX DRIVE",126,"MISCELLANEOUS PENAL LAW","PL 1200301","F","Q",108,0,"18-24","M","ASIAN / PACIFIC ISLANDER",1009605,210132,40.74341228,-73.908500239
"780",173097456,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,0,"25-44","M","WHITE",1010995,221645,40.7750084100001,-73.903438208
"781",173112651,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","B",40,2,"25-44","F","BLACK",1010135,237045,40.817279774,-73.906483892
"782",173097299,"2017-12-30T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","Q",101,0,"25-44","M","BLACK",1052632,161443,40.6095444640001,-73.753718823
"783",173095143,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",60,0,"25-44","M","BLACK",984164,148011,40.572940154,-74.000311003
"784",173095136,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100E","M","K",60,2,"<18","M","WHITE",990284,154582,40.5909741990001,-73.978275632
"785",173095128,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B",47,2,"25-44","M","BLACK HISPANIC",1026323,261252,40.883658466,-73.847847932
"786",173093902,"2017-12-30T00:00:00.000",520,"CONTROLLED SUBSTANCE, SALE 4",117,"DANGEROUS DRUGS","PL 2200914","F","K",68,0,"25-44","M","ASIAN / PACIFIC ISLANDER",979724,170951,40.6359046310001,-74.01630857
"787",173093894,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",45,0,"45-64","M","BLACK",1032838,241266,40.8287695070001,-73.824431894
"788",173093675,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","S",123,0,"18-24","M","WHITE",926731,142481,40.557574827,-74.206998971
"789",173108365,"2017-12-30T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","K",72,0,"45-64","M","BLACK HISPANIC",982518,175733,40.6490311840001,-74.006243048
"790",173107284,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",70,0,"25-44","M","BLACK",995849,172757,40.64085528,-73.958207273
"791",173106335,"2017-12-30T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650206","F","K",83,0,"18-24","M","WHITE HISPANIC",1009023,193417,40.697535299,-73.91066208
"792",173098048,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A4","M","K",60,0,"25-44","M","WHITE HISPANIC",986593,149943,40.578242807,-73.991566924
"793",173113400,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553004","F","M",7,0,"25-44","F","ASIAN / PACIFIC ISLANDER",987393,201401,40.719483607,-73.988663053
"794",173113397,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",9,2,"45-64","F","WHITE HISPANIC",990896,201774,40.720505465,-73.976025587
"795",173113385,"2017-12-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","B",42,0,"25-44","M","BLACK",1008691,238872,40.822298485,-73.9116941309999
"796",173113243,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 1401000","M","M",5,0,"25-44","F","BLACK",984742,198650,40.711933313,-73.998226754
"797",173112663,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",20,0,"45-64","M","ASIAN / PACIFIC ISLANDER",990391,224848,40.783838125,-73.977826339
"798",173112655,"2017-12-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","K",62,0,"25-44","M","WHITE",988042,158760,40.602443211,-73.9863457539999
"799",173112653,"2017-12-30T00:00:00.000",625,"DISORDERLY CONDUCT SUBD 1,2,3,4,5,6,7",572,"DISORDERLY CONDUCT","PL 2402005","V","K",69,0,"18-24","M","BLACK",1011489,174179,40.6447240740001,-73.901846639
"800",173111972,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","Q",110,1,"25-44","M","ASIAN / PACIFIC ISLANDER",1014244,211379,40.746820464,-73.8917534559999
"801",173111971,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 1401000","M","Q",114,2,"18-24","M","WHITE HISPANIC",998644,214588,40.755667508,-73.9480467829999
"802",173111111,"2017-12-30T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1701501","F","Q",104,0,"45-64","M","WHITE",1010672,195561,40.7034153060001,-73.9047068519999
"803",173110249,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",110,0,"25-44","F","WHITE",1019840,206689,40.733926841,-73.871582398
"804",173110241,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",10,0,"25-44","M","BLACK",983150,209922,40.7428721580001,-74.0039710999999
"805",173097586,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",104,0,"18-24","M","WHITE HISPANIC",1011223,194410,40.7002544200001,-73.902724206
"806",173097453,"2017-12-30T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","M",17,0,"18-24","M","BLACK",992020,212581,40.7501671030001,-73.971958209
"807",173098054,"2017-12-30T00:00:00.000",904,"INTOXICATED DRIVING,ALCOHOL",119,"INTOXICATED/IMPAIRED DRIVING","VTL11920D3","F","M",24,0,"25-44","M","BLACK",994640,231610,40.802394018,-73.962472767
"808",173110221,"2017-12-30T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155007","M","B",46,0,"25-44","M","BLACK",1011301,252369,40.8593361920001,-73.9022095569999
"809",173112662,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","M",18,1,"18-24","M","ASIAN / PACIFIC ISLANDER",988757,216332,40.76046491,-73.983732411
"810",173113227,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",45,0,"45-64","F","BLACK",1033597,255731,40.868467378,-73.821582846
"811",173113251,"2017-12-30T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1702500","F","Q",113,11,"25-44","M","BLACK",1042181,181380,40.6643416200001,-73.791187521
"812",173113386,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","B",46,0,"25-44","M","BLACK",1007999,247211,40.845188518,-73.914164859
"813",173113405,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",106,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1031687,187184,40.680334713,-73.828972488
"814",173113426,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","Q",114,2,"25-44","M","WHITE",1001605,215914,40.7593017240001,-73.9373557329999
"815",173127001,"2017-12-30T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 13052A2","M","K",90,1,"25-44","M","BLACK",997843,196573,40.7062220130001,-73.950974356
"816",173113415,"2017-12-30T00:00:00.000",849,"NY STATE LAWS,UNCLASSIFIED VIOLATION",677,"OTHER STATE LAWS","LOC000000V","V","K",84,1,"45-64","M","WHITE HISPANIC",987772,191476,40.6922416740001,-73.987300996
"817",173098056,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q",105,0,"45-64","M","BLACK",1047242,180955,40.663140533,-73.7729490529999
"818",173112664,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",34,0,"25-44","M","WHITE HISPANIC",1002653,249241,40.850773028,-73.9334814589999
"819",173110242,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",20,0,"45-64","M","BLACK",988689,221787,40.7754375060001,-73.983974271
"820",173110229,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","B",52,0,"18-24","F","WHITE HISPANIC",1011095,253282,40.86184273,-73.902950609
"821",173112670,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,2,"25-44","M","BLACK",1001955,216397,40.7606267410001,-73.9360910789999
"822",173108372,"2017-12-30T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","K",77,2,"25-44","M","BLACK",1003858,184542,40.6731884070001,-73.929314539
"823",173099454,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 121110A","M","B",44,0,"25-44","M","WHITE HISPANIC",1009528,244253,40.8370654290001,-73.90864971
"824",173104471,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",109,0,"45-64","F","WHITE HISPANIC",1030234,215251,40.757379417,-73.834019371
"825",173104462,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",62,0,"45-64","F","WHITE",983955,156040,40.594978166,-74.00106367
"826",173103593,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",18,0,"18-24","M","BLACK",988211,218129,40.765397475,-73.9857022639999
"827",173103585,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100A","M","K",75,0,"45-64","M","BLACK",1016540,182056,40.6663277260001,-73.883607838
"828",173102768,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100A","M","K",75,0,"25-44","F","BLACK",1016540,182056,40.6663277260001,-73.883607838
"829",173101846,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100A","M","M",14,3,"45-64","M","BLACK",986882,214802,40.7562662070001,-73.990501248
"830",173107281,"2017-12-30T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","K",72,0,"45-64","M","WHITE HISPANIC",980826,174916,40.646788203,-74.012340089
"831",173100193,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",67,0,"25-44","M","BLACK",999341,172861,40.641135477,-73.945624473
"832",173100191,"2017-12-30T00:00:00.000",847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,"OTHER STATE LAWS","VTL0511003","F","K",70,0,"25-44","M","WHITE HISPANIC",993121,171227,40.6366589090001,-73.968038967
"833",173092307,"2017-12-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",25,2,"25-44","F","WHITE HISPANIC",1002188,230929,40.8005127600001,-73.935211215
"834",173092300,"2017-12-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",73,0,"45-64","M","BLACK",1009574,180396,40.66179406,-73.908723928
"835",173091233,"2017-12-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",14,0,"<18","F","BLACK HISPANIC",988139,215039,40.756916248,-73.9859639699999
"836",173091231,"2017-12-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",6,0,"25-44","F","WHITE HISPANIC",985056,207791,40.737023123,-73.997093032
"837",173090136,"2017-12-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",14,0,"25-44","F","BLACK",987873,212315,40.7494396700001,-73.9869255739999
"838",173093411,"2017-12-29T00:00:00.000",490,"STOLEN PROPERTY 3,POSSESSION",232,"POSSESSION OF STOLEN PROPERTY 5","PL 1654000","M","K",68,0,"25-44","M","WHITE",977801,170741,40.635327035,-74.023236915
"839",173091218,"2017-12-29T00:00:00.000",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,"DANGEROUS DRUGS","PL 2200601","F","B",45,0,"45-64","M","BLACK",1031837,248501,40.848632895,-73.8279975999999
"840",173085788,"2017-12-29T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","M",24,0,"25-44","M","WHITE",993243,228137,40.7928631080001,-73.967523381
"841",173088873,"2017-12-29T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","B",41,0,"45-64","M","BLACK",1014559,239546,40.8241302380001,-73.8904895439999
"842",173092315,"2017-12-29T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 265031B","F","Q",101,0,"18-24","M","BLACK",1053921,158769,40.602194868,-73.749104006
"843",173083144,"2017-12-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","Q",115,0,"18-24","M","WHITE HISPANIC",1020827,216267,40.760211993,-73.867968931
"844",173093570,"2017-12-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",40,0,"25-44","M","BLACK",1004146,235018,40.811731745,-73.928127003
"845",173093579,"2017-12-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",60,0,"25-44","M","BLACK",988186,149315,40.5765185060001,-73.9858326839999
"846",173093651,"2017-12-29T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","K",73,2,"45-64","M","WHITE HISPANIC",1010236,183947,40.6715388430001,-73.9063241379999
"847",173090135,"2017-12-29T00:00:00.000",565,"PROSTITUTION, PATRONIZING 4, 3",356,"PROSTITUTION & RELATED OFFENSES","PL 2300400","M","M",7,0,"25-44","M","ASIAN / PACIFIC ISLANDER",986352,199111,40.713198413,-73.9924191819999
"848",173093897,"2017-12-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",73,2,"18-24","M","WHITE HISPANIC",1010475,182025,40.6662626790001,-73.90547004
"849",173091220,"2017-12-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",81,2,"<18","M","BLACK",1005141,187645,40.681702505,-73.924679705
"850",173093907,"2017-12-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",71,0,"25-44","M","BLACK",1001356,179536,40.659453238,-73.938346956
"851",173097444,"2017-12-29T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1702500","F","K",67,0,"25-44","M","BLACK",998470,173632,40.643253147,-73.948761296
"852",173108377,"2017-12-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",23,2,"18-24","M","BLACK",998653,229701,40.7971487030001,-73.947981906
"853",173084521,"2017-12-29T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","M",14,1,"18-24","M","BLACK HISPANIC",987078,215157,40.757240531,-73.9897936369999
"854",173093664,"2017-12-29T00:00:00.000",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,"DANGEROUS DRUGS","PL 2201601","F","Q",100,0,"45-64","F","WHITE",1040803,156096,40.5949514600001,-73.7963664009999
"855",173083120,"2017-12-29T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",42,2,"25-44","M","BLACK HISPANIC",1010169,244577,40.8379528570001,-73.90633196
"856",173093427,"2017-12-29T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 2650303","F","Q",101,0,"18-24","M","BLACK",1053921,158769,40.602194868,-73.749104006
"857",173093406,"2017-12-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",75,97,"25-44","M","BLACK",1017228,183349,40.669874185,-73.881121529
"858",173093577,"2017-12-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",73,0,"25-44","F","BLACK",1006930,184324,40.672582709,-73.918240709
"859",173093582,"2017-12-29T00:00:00.000",847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,"OTHER STATE LAWS","VTL0511003","F","K",72,0,"25-44","M","WHITE HISPANIC",981028,172597,40.640423121,-74.011611059
"860",173093592,"2017-12-29T00:00:00.000",566,"MARIJUANA, POSSESSION",678,"MISCELLANEOUS PENAL LAW","PL 2210500","V","Q",114,0,"25-44","M","BLACK",1002895,220799,40.7727071570001,-73.932685718
"861",173093908,"2017-12-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",77,0,"45-64","F","BLACK",1005395,184106,40.671988148,-73.9237750199999
"862",173102765,"2017-12-29T00:00:00.000",904,"INTOXICATED DRIVING,ALCOHOL",119,"INTOXICATED/IMPAIRED DRIVING","VTL11920E3","F","K",68,0,"25-44","M","WHITE",976480,166502,40.6236908110001,-74.027991541
"863",173093920,"2017-12-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","Q",107,0,"18-24","M","ASIAN / PACIFIC ISLANDER",1038637,203792,40.7258796940001,-73.803780968
"864",173090116,"2017-12-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","K",75,0,"25-44","M","BLACK",1013538,180203,40.661252093,-73.894436985
"865",173093657,"2017-12-29T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",14,1,"18-24","M","WHITE HISPANIC",987212,214471,40.7553575910001,-73.989310259
"866",173093655,"2017-12-29T00:00:00.000",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,"DANGEROUS DRUGS","PL 2201601","F","M",6,0,"25-44","M","BLACK",983427,206785,40.7342618980001,-74.002971085
"867",173093415,"2017-12-29T00:00:00.000",271,"TAMPERING 3,2, CRIMINAL",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1451400","M","M",33,0,"25-44","M","BLACK HISPANIC",1001174,244309,40.8372390920001,-73.9388399379999
